name,repo_clone_url,age,releases_number,stargazers
rebound,https://github.com/facebookarchive/rebound,8.0,10,5469
springBoot,https://github.com/527515025/springBoot,5.0,0,5464
AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker,6.0,50,5458
graphql-java,https://github.com/graphql-java/graphql-java,6.0,40,5445
robolectric,https://github.com/robolectric/robolectric,11.0,82,5431
barcodescanner,https://github.com/dm77/barcodescanner,8.0,6,5429
beam,https://github.com/apache/beam,6.0,20,5405
dataease,https://github.com/dataease/dataease,1.0,24,5411
SystemBarTint,https://github.com/jgilfelt/SystemBarTint,8.0,3,5392
Fast-Android-Networking,https://github.com/amitshekhariitbhu/Fast-Android-Networking,6.0,8,5377
tcc-transaction,https://github.com/changmingxie/tcc-transaction,6.0,4,5379
android-job,https://github.com/evernote/android-job,6.0,31,5373
MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,10.0,0,5364
gradle-retrolambda,https://github.com/evant/gradle-retrolambda,8.0,37,5361
HTextView,https://github.com/hanks-zyh/HTextView,6.0,0,5347
smali,https://github.com/JesusFreke/smali,9.0,1,5345
XRecyclerView,https://github.com/XRecyclerView/XRecyclerView,6.0,0,5285
cw-omnibus,https://github.com/commonsguy/cw-omnibus,10.0,36,5271
twoway-view,https://github.com/lucasr/twoway-view,9.0,0,5272
dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project,4.0,13,5273
micronaut-core,https://github.com/micronaut-projects/micronaut-core,4.0,120,5268
Leaf,https://github.com/Meituan-Dianping/Leaf,3.0,0,5264
VitamioBundle,https://github.com/yixia/VitamioBundle,9.0,0,5250
scribejava,https://github.com/scribejava/scribejava,11.0,7,5241
datahub,https://github.com/datahub-project/datahub,6.0,49,5239
supertokens-core,https://github.com/supertokens/supertokens-core,2.0,0,5338
SwipeRecyclerView,https://github.com/yanzhenjie/SwipeRecyclerView,5.0,0,5232
FloatingActionButton,https://github.com/Clans/FloatingActionButton,7.0,14,5209
SmartTubeNext,https://github.com/yuliskov/SmartTubeNext,1.0,65,5209
otto,https://github.com/square/otto,9.0,0,5205
android-advancedrecyclerview,https://github.com/h6ah4i/android-advancedrecyclerview,7.0,1,5203
lawnchair,https://github.com/LawnchairLauncher/lawnchair,5.0,34,5213
Side-Menu.Android,https://github.com/Yalantis/Side-Menu.Android,7.0,2,5192
MagicCamera,https://github.com/wuhaoyu1990/MagicCamera,6.0,0,5191
useful-java-links,https://github.com/Vedenin/useful-java-links,6.0,0,5184
titan,https://github.com/thinkaurelius/titan,10.0,0,5173
android-lifecycle,https://github.com/xxv/android-lifecycle,8.0,0,5171
wechat,https://github.com/motianhuo/wechat,6.0,0,5165
camerakit-android,https://github.com/CameraKit/camerakit-android,5.0,17,5158
Blurry,https://github.com/wasabeef/Blurry,6.0,0,5161
TapTargetView,https://github.com/KeepSafe/TapTargetView,5.0,23,5151
trino,https://github.com/trinodb/trino,3.0,0,5150
react-native-splash-screen,https://github.com/crazycodeboy/react-native-splash-screen,5.0,12,5142
Dexter,https://github.com/Karumi/Dexter,6.0,33,5136
ysoserial,https://github.com/frohoff/ysoserial,7.0,0,5125
junit5,https://github.com/junit-team/junit5,7.0,54,5092
aws-doc-sdk-examples,https://github.com/awsdocs/aws-doc-sdk-examples,5.0,0,5057
mapstruct,https://github.com/mapstruct/mapstruct,9.0,22,5053
zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,9.0,9,5047
flowable-engine,https://github.com/flowable/flowable-engine,5.0,20,5046
InstaMaterial,https://github.com/frogermcs/InstaMaterial,7.0,1,5034
ctci,https://github.com/careercup/ctci,9.0,0,5031
UltraViewPager,https://github.com/alibaba/UltraViewPager,5.0,10,5027
Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,6.0,25,5027
Small,https://github.com/wequick/Small,6.0,25,5012
btrace,https://github.com/btraceio/btrace,7.0,29,5008
android-common,https://github.com/Trinea/android-common,9.0,1,4999
transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,8.0,49,5002
spring-mvc-showcase,https://github.com/spring-attic/spring-mvc-showcase,10.0,0,4988
RippleEffect,https://github.com/traex/RippleEffect,7.0,0,4961
RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples,5.0,0,4957
wiremock,https://github.com/wiremock/wiremock,10.0,1,4957
dialogplus,https://github.com/orhanobut/dialogplus,7.0,9,4953
android-zxingLibrary,https://github.com/yipianfengye/android-zxingLibrary,5.0,0,4919
shimmer-android,https://github.com/facebook/shimmer-android,7.0,5,4918
NavigationTabBar,https://github.com/Devlight/NavigationTabBar,6.0,13,4910
hibernate-orm,https://github.com/hibernate/hibernate-orm,11.0,16,4909
quartz,https://github.com/quartz-scheduler/quartz,6.0,2,4912
generator,https://github.com/mybatis/generator,9.0,10,4901
AndroidVideoCache,https://github.com/danikula/AndroidVideoCache,7.0,20,4903
socket.io-client-java,https://github.com/socketio/socket.io-client-java,9.0,3,4884
folding-cell-android,https://github.com/Ramotion/folding-cell-android,6.0,0,4867
lanproxy,https://github.com/ffay/lanproxy,5.0,1,4864
GravitySnapHelper,https://github.com/rubensousa/GravitySnapHelper,5.0,14,4863
Transitions-Everywhere,https://github.com/andkulikov/Transitions-Everywhere,7.0,23,4854
jOOQ,https://github.com/jOOQ/jOOQ,11.0,0,4853
Aria,https://github.com/AriaLyy/Aria,6.0,26,4859
ksql,https://github.com/confluentinc/ksql,5.0,8,4849
lucida,https://github.com/claritylab/lucida,7.0,0,4824
jvm-sandbox,https://github.com/alibaba/jvm-sandbox,4.0,12,4820
byte-buddy,https://github.com/raphw/byte-buddy,8.0,246,4819
Anki-Android,https://github.com/ankidroid/Anki-Android,9.0,988,4809
LayoutManagerGroup,https://github.com/DingMouRen/LayoutManagerGroup,3.0,0,4803
hazelcast,https://github.com/hazelcast/hazelcast,10.0,167,4792
AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,8.0,7,4789
Discovery,https://github.com/Nepxion/Discovery,3.0,112,4782
google-authenticator,https://github.com/google/google-authenticator,7.0,0,4779
joda-time,https://github.com/JodaOrg/joda-time,11.0,36,4766
packer-ng-plugin,https://github.com/mcxiaoke/packer-ng-plugin,6.0,1,4763
OpenSearch,https://github.com/opensearch-project/OpenSearch,1.0,12,4760
cameraview,https://github.com/google/cameraview,5.0,0,4736
Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,7.0,0,4732
vavr,https://github.com/vavr-io/vavr,8.0,17,4737
smartTable,https://github.com/huangyanbin/smartTable,4.0,44,4728
cardslib,https://github.com/gabrielemariotti/cardslib,8.0,27,4718
ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,9.0,0,4716
AndroidProject,https://github.com/getActivity/AndroidProject,3.0,17,4724
BasePopup,https://github.com/razerdp/BasePopup,6.0,15,4693
gephi,https://github.com/gephi/gephi,10.0,13,4687
baseAdapter,https://github.com/hongyangAndroid/baseAdapter,6.0,0,4670
springcloud-learning,https://github.com/macrozheng/springcloud-learning,2.0,0,4664
CloudReader,https://github.com/youlookwhat/CloudReader,5.0,25,4651
java-jwt,https://github.com/auth0/java-jwt,8.0,33,4649
zfile,https://github.com/zhaojun1998/zfile,2.0,39,4652
MaterialDateTimePicker,https://github.com/wdullaer/MaterialDateTimePicker,7.0,54,4644
sqlbrite,https://github.com/square/sqlbrite,7.0,9,4635
GmsCore,https://github.com/microg/GmsCore,8.0,26,4630
opentsdb,https://github.com/OpenTSDB/opentsdb,11.0,26,4628
SoloPi,https://github.com/alipay/SoloPi,3.0,7,4619
JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,5.0,0,4619
go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,11.0,21,4601
Depth-LIB-Android-,https://github.com/danielzeller/Depth-LIB-Android-,6.0,0,4585
itstack-demo-design,https://github.com/fuzhengwei/itstack-demo-design,1.0,0,4586
uid-generator,https://github.com/baidu/uid-generator,5.0,0,4589
JAViewer,https://github.com/SplashCodes/JAViewer,5.0,10,4578
SimplifyReader,https://github.com/chentao0707/SimplifyReader,6.0,0,4576
EdXposed,https://github.com/ElderDrivers/EdXposed,3.0,27,4565
SwitchButton,https://github.com/kyleduo/SwitchButton,7.0,0,4559
okdownload,https://github.com/lingochamp/okdownload,4.0,8,4560
chuck,https://github.com/jgilfelt/chuck,5.0,5,4558
spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,7.0,2,4546
v9porn,https://github.com/techGay/v9porn,4.0,9,4542
spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,10.0,0,4542
bottomsheet,https://github.com/Flipboard/bottomsheet,7.0,10,4535
PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView,5.0,14,4527
android-crop,https://github.com/jdamcd/android-crop,8.0,6,4525
NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids,10.0,0,4523
sofa-boot,https://github.com/sofastack/sofa-boot,4.0,50,4523
android-tips-tricks,https://github.com/nisrulz/android-tips-tricks,5.0,0,4513
PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,6.0,41,4509
Douya,https://github.com/zhanghai/Douya,6.0,11,4506
FastBle,https://github.com/Jasonchenlijian/FastBle,5.0,9,4509
lettuce-core,https://github.com/lettuce-io/lettuce-core,8.0,99,4491
mapdb,https://github.com/jankotek/mapdb,9.0,0,4484
groovy,https://github.com/apache/groovy,7.0,0,4465
android-times-square,https://github.com/square/android-times-square,9.0,0,4449
dexposed,https://github.com/alibaba/dexposed,6.0,0,4440
bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client,5.0,1,4434
SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,8.0,9,4430
orientdb,https://github.com/orientechnologies/orientdb,9.0,180,4427
hbase,https://github.com/apache/hbase,7.0,20,4418
quasar,https://github.com/puniverse/quasar,9.0,18,4404
spring-data-examples,https://github.com/spring-projects/spring-data-examples,8.0,0,4402
google-java-format,https://github.com/google/google-java-format,6.0,17,4398
janusgraph,https://github.com/JanusGraph/janusgraph,5.0,20,4380
Luyten,https://github.com/deathmarine/Luyten,8.0,17,4372
FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,6.0,64,4370
android-mvp-architecture,https://github.com/MindorksOpenSource/android-mvp-architecture,5.0,0,4365
android-volley,https://github.com/mcxiaoke/android-volley,8.0,0,4349
LSPosed,https://github.com/LSPosed/LSPosed,1.0,30,4340
gpmall,https://github.com/2227324689/gpmall,2.0,0,4337
reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,8.0,0,4327
api-samples,https://github.com/youtube/api-samples,8.0,0,4326
springboot-guide,https://github.com/CodingDocs/springboot-guide,3.0,0,4323
cglib,https://github.com/cglib/cglib,8.0,15,4323
BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation,6.0,16,4309
drools,https://github.com/kiegroup/drools,11.0,0,4296
roncoo-pay,https://github.com/roncoo/roncoo-pay,5.0,0,4292
coursera-android,https://github.com/aporter/coursera-android,8.0,0,4283
lamp-cloud,https://github.com/zuihou/lamp-cloud,4.0,0,4285
BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,6.0,4,4280
GT,https://github.com/Tencent/GT,6.0,3,4265
baritone,https://github.com/cabaletta/baritone,3.0,61,4265
bitcoinj,https://github.com/bitcoinj/bitcoinj,8.0,1,4256
crawler4j,https://github.com/yasserg/crawler4j,10.0,3,4250
Spring-Boot-In-Action,https://github.com/hansonwang99/Spring-Boot-In-Action,3.0,0,4247
ticker,https://github.com/robinhood/ticker,5.0,9,4243
CameraView,https://github.com/natario1/CameraView,4.0,42,4240
ImagePicker,https://github.com/jeasonlzy/ImagePicker,6.0,5,4232
LintCode,https://github.com/awangdev/LintCode,7.0,0,4226
JGrowing,https://github.com/javagrowing/JGrowing,3.0,0,4222
ribbon,https://github.com/Netflix/ribbon,9.0,41,4208
hive,https://github.com/apache/hive,13.0,0,4202
shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,6.0,0,4204
camel,https://github.com/apache/camel,13.0,0,4199
android-autofittextview,https://github.com/grantland/android-autofittextview,11.0,1,4180
gnirehtet,https://github.com/Genymobile/gnirehtet,5.0,11,4178
Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,8.0,48,4170
Robust,https://github.com/Meituan-Dianping/Robust,5.0,13,4165
DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,6.0,22,4151
AntennaPod,https://github.com/AntennaPod/AntennaPod,9.0,43,4136
spring-boot-projects,https://github.com/ZHENFENG13/spring-boot-projects,5.0,0,4134
JKeyboardPanelSwitch,https://github.com/Jacksgong/JKeyboardPanelSwitch,6.0,14,4128
AndroidWiFiADB,https://github.com/pedrovgs/AndroidWiFiADB,6.0,8,4123
javaparser,https://github.com/javaparser/javaparser,10.0,33,4126
CoordinatorTabLayout,https://github.com/hugeterry/CoordinatorTabLayout,5.0,0,4120
libsvm,https://github.com/cjlin1/libsvm,8.0,0,4116
ShineButton,https://github.com/ChadCSong/ShineButton,5.0,2,4113
tx-lcn,https://github.com/codingapi/tx-lcn,4.0,14,4114
ignite,https://github.com/apache/ignite,7.0,0,4106
xpay,https://github.com/Exrick/xpay,4.0,0,4106
views-widgets-samples,https://github.com/android/views-widgets-samples,2.0,0,4105
rocketmq-externals,https://github.com/apache/rocketmq-externals,5.0,0,4092
BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android,7.0,0,4084
StepView,https://github.com/baoyachi/StepView,5.0,13,4077
reflections,https://github.com/ronmamo/reflections,9.0,3,4075
Tangram-Android,https://github.com/alibaba/Tangram-Android,5.0,38,4057
thumbnailator,https://github.com/coobird/thumbnailator,6.0,0,4057
ViewPagerCards,https://github.com/rubensousa/ViewPagerCards,5.0,0,4053
conductor,https://github.com/Netflix/conductor,5.0,280,4057
OpenHub,https://github.com/ThirtyDegreesRay/OpenHub,4.0,31,4045
YCSB,https://github.com/brianfrankcooper/YCSB,12.0,55,4042
Phoenix,https://github.com/Yalantis/Phoenix,7.0,1,4038
CircleIndicator,https://github.com/ongakuer/CircleIndicator,7.0,7,4039
reactor-core,https://github.com/reactor/reactor-core,6.0,112,4034
JSON-java,https://github.com/stleary/JSON-java,11.0,15,4037
FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,7.0,0,4025
LoadingDrawable,https://github.com/dinuscxj/LoadingDrawable,6.0,0,4024
Conversations,https://github.com/iNPUTmice/Conversations,8.0,103,4018
objectbox-java,https://github.com/objectbox/objectbox-java,5.0,29,4004
azkaban,https://github.com/azkaban/azkaban,9.0,48,3998
Bolts-Android,https://github.com/BoltsFramework/Bolts-Android,8.0,11,3985
java-algorithms-implementation,https://github.com/phishman3579/java-algorithms-implementation,8.0,0,3989
SpringBoot-Shiro-Vue,https://github.com/Heeexy/SpringBoot-Shiro-Vue,4.0,0,3982
FloatWindow,https://github.com/yhaolpz/FloatWindow,4.0,9,3976
RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples,6.0,3,3970
BadgeView,https://github.com/qstumn/BadgeView,5.0,5,3969
ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,1.0,9,4024
GCViewer,https://github.com/chewiebug/GCViewer,10.0,5,3953
InternetArchitect,https://github.com/bjmashibing/InternetArchitect,2.0,0,3948
jstorm,https://github.com/alibaba/jstorm,8.0,22,3944
dddsample-core,https://github.com/citerus/dddsample-core,7.0,0,3943
TwinklingRefreshLayout,https://github.com/lcodecorex/TwinklingRefreshLayout,6.0,0,3934
java-learning,https://github.com/brianway/java-learning,6.0,0,3932
linuxdeploy,https://github.com/meefik/linuxdeploy,9.0,37,3931
simplify,https://github.com/CalebFenton/simplify,8.0,9,3929
ExpandableTextView,https://github.com/Manabu-GT/ExpandableTextView,7.0,4,3925
bisq,https://github.com/bisq-network/bisq,8.0,120,3922
android-iconify,https://github.com/JoanZapata/android-iconify,8.0,0,3915
DependencyCheck,https://github.com/jeremylong/DependencyCheck,9.0,31,3919
DKVideoPlayer,https://github.com/Doikki/DKVideoPlayer,5.0,30,3921
AndroidHttpCapture,https://github.com/JZ-Darkal/AndroidHttpCapture,5.0,1,3906
CC,https://github.com/luckybilly/CC,4.0,0,3903
XCL-Charts,https://github.com/xcltapestry/XCL-Charts,7.0,0,3900
mybatis,https://github.com/tuguangquan/mybatis,7.0,0,3908
rstudio,https://github.com/rstudio/rstudio,11.0,0,3899
moco,https://github.com/dreamhead/moco,9.0,0,3898
pinot,https://github.com/apache/pinot,7.0,15,3880
jodd,https://github.com/oblac/jodd,9.0,37,3883
ahbottomnavigation,https://github.com/aurelhubert/ahbottomnavigation,6.0,14,3875
Gadgetbridge,https://github.com/Freeyourgadget/Gadgetbridge,7.0,0,3868
BigImageViewer,https://github.com/Piasy/BigImageViewer,5.0,0,3861
vespa,https://github.com/vespa-engine/vespa,5.0,15,3850
hawk,https://github.com/orhanobut/hawk,7.0,22,3842
greys-anatomy,https://github.com/oldmanpushcart/greys-anatomy,9.0,0,3839
Conductor,https://github.com/bluelinelabs/Conductor,6.0,19,3835
react-native-webrtc,https://github.com/react-native-webrtc/react-native-webrtc,6.0,42,3833
hmily,https://github.com/dromara/hmily,4.0,0,3825
web3j,https://github.com/web3j/web3j,5.0,95,3824
roboguice,https://github.com/roboguice/roboguice,9.0,0,3817
AndroidTutorialForBeginners,https://github.com/hussien89aa/AndroidTutorialForBeginners,5.0,0,3816
JavaBooks,https://github.com/itwanger/JavaBooks,1.0,0,3820
pmd,https://github.com/pmd/pmd,9.0,74,3798
MaterialSearchView,https://github.com/MiguelCatalan/MaterialSearchView,6.0,6,3794
javacpp,https://github.com/bytedeco/javacpp,8.0,8,3792
frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,8.0,0,3776
shiro,https://github.com/apache/shiro,12.0,0,3773
easy-rules,https://github.com/j-easy/easy-rules,9.0,10,3774
AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,7.0,58,3768
powermock,https://github.com/powermock/powermock,7.0,16,3766
LogiKM,https://github.com/didi/LogiKM,2.0,13,3771
IJPay,https://github.com/Javen205/IJPay,4.0,23,3766
malmo,https://github.com/microsoft/malmo,5.0,21,3756
learning-spark,https://github.com/databricks/learning-spark,7.0,0,3747
RichText,https://github.com/zzhoujay/RichText,6.0,0,3739
xdm,https://github.com/subhra74/xdm,4.0,3,3742
NetGuard,https://github.com/M66B/NetGuard,6.0,134,3730
sticky-headers-recyclerview,https://github.com/timehop/sticky-headers-recyclerview,7.0,0,3726
XUI,https://github.com/xuexiangjys/XUI,3.0,21,3721
querydsl,https://github.com/querydsl/querydsl,10.0,34,3720
NoHttp,https://github.com/yanzhenjie/NoHttp,6.0,0,3715
CircleProgress,https://github.com/lzyzsd/CircleProgress,7.0,0,3702
SmartCropper,https://github.com/pqpo/SmartCropper,4.0,13,3703
spruce-android,https://github.com/willowtreeapps/spruce-android,5.0,3,3691
lwjgl3,https://github.com/LWJGL/lwjgl3,9.0,16,3688
failsafe,https://github.com/failsafe-lib/failsafe,6.0,0,3683
Launcher3,https://github.com/amirzaidi/Launcher3,4.0,22,3670
epic,https://github.com/tiann/epic,4.0,5,3673
HMCL,https://github.com/huanghongxun/HMCL,6.0,177,3674
Recaf,https://github.com/Col-E/Recaf,4.0,168,3669
ASimpleCache,https://github.com/yangfuhai/ASimpleCache,8.0,0,3655
GuideView,https://github.com/binIoter/GuideView,5.0,0,3650
StylishMusicPlayer,https://github.com/ryanhoo/StylishMusicPlayer,5.0,0,3629
datax-web,https://github.com/WeiYe-Jing/datax-web,2.0,5,3631
emojicon,https://github.com/rockerhieu/emojicon,8.0,2,3618
MarqueeView,https://github.com/sunfusheng/MarqueeView,5.0,0,3617
open-location-code,https://github.com/google/open-location-code,7.0,5,3618
android-common,https://github.com/litesuits/android-common,7.0,0,3616
ForestBlog,https://github.com/saysky/ForestBlog,4.0,0,3618
SuperTextView,https://github.com/lygttpod/SuperTextView,5.0,39,3614
mockserver,https://github.com/mock-server/mockserver,9.0,0,3612
jitsi,https://github.com/jitsi/jitsi,9.0,7,3613
graphhopper,https://github.com/graphhopper/graphhopper,10.0,35,3601
runelite,https://github.com/runelite/runelite,6.0,0,3596
tech-weekly,https://github.com/mercyblitz/tech-weekly,3.0,0,3592
parceler,https://github.com/johncarl81/parceler,8.0,0,3582
tiny-spring,https://github.com/code4craft/tiny-spring,8.0,0,3583
Store,https://github.com/nytimes/Store,5.0,0,3580
androidx,https://github.com/androidx/androidx,1.0,0,3581
incubator-heron,https://github.com/apache/incubator-heron,6.0,56,3579
ExplosionField,https://github.com/tyrantgit/ExplosionField,6.0,0,3578
JSqlParser,https://github.com/JSQLParser/JSqlParser,10.0,27,3578
SpringBootVulExploit,https://github.com/LandGrey/SpringBootVulExploit,1.0,0,3609
spring-boot-starter,https://github.com/mybatis/spring-boot-starter,6.0,23,3567
atmosphere,https://github.com/Atmosphere/atmosphere,11.0,0,3567
DropDownMenu,https://github.com/dongjunkun/DropDownMenu,6.0,2,3566
android-stackblur,https://github.com/kikoso/android-stackblur,8.0,0,3561
retrolambda,https://github.com/luontola/retrolambda,8.0,0,3549
RecyclerViewPager,https://github.com/lsjwzh/RecyclerViewPager,7.0,10,3547
--,https://github.com/981011512/--,1.0,0,3544
sofa-rpc,https://github.com/sofastack/sofa-rpc,4.0,44,3539
blurkit-android,https://github.com/CameraKit/blurkit-android,5.0,3,3538
opengrok,https://github.com/oracle/opengrok,9.0,197,3538
floatingsearchview,https://github.com/arimorty/floatingsearchview,6.0,0,3535
ChatKit,https://github.com/stfalcon-studio/ChatKit,5.0,1,3530
SwipeMenuListView,https://github.com/baoyongzhang/SwipeMenuListView,7.0,2,3529
dubbo-admin,https://github.com/apache/dubbo-admin,4.0,4,3530
concurrent,https://github.com/RedSpider1/concurrent,3.0,0,3537
JustTrustMe,https://github.com/Fuzion24/JustTrustMe,7.0,1,3523
XposedInstaller,https://github.com/rovo89/XposedInstaller,10.0,0,3514
armeria,https://github.com/line/armeria,6.0,199,3508
ThreeTenABP,https://github.com/JakeWharton/ThreeTenABP,6.0,0,3498
andOTP,https://github.com/andOTP/andOTP,4.0,38,3505
DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,7.0,0,3501
kafdrop,https://github.com/obsidiandynamics/kafdrop,2.0,43,3503
GeekNews,https://github.com/codeestX/GeekNews,5.0,0,3492
mpush,https://github.com/mpusher/mpush,6.0,9,3491
CustomActivityOnCrash,https://github.com/Ereza/CustomActivityOnCrash,7.0,11,3491
FlexibleAdapter,https://github.com/davideas/FlexibleAdapter,7.0,30,3490
traccar,https://github.com/traccar/traccar,10.0,35,3482
rejoiner,https://github.com/google/rejoiner,4.0,3,3489
xboot,https://github.com/Exrick/xboot,3.0,6,3481
dragonwell8,https://github.com/alibaba/dragonwell8,3.0,16,3484
SeeWeather,https://github.com/xcc3641/SeeWeather,6.0,2,3474
hackpad,https://github.com/dropbox/hackpad,6.0,0,3470
MagicaSakura,https://github.com/bilibili/MagicaSakura,5.0,3,3472
openhab1-addons,https://github.com/openhab/openhab1-addons,8.0,14,3469
javassist,https://github.com/jboss-javassist/javassist,8.0,18,3468
Music-Player,https://github.com/andremion/Music-Player,5.0,2,3464
picocli,https://github.com/remkop/picocli,5.0,78,3452
microservices-platform,https://github.com/zlt2000/microservices-platform,3.0,25,3446
spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,5.0,0,3443
usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,8.0,21,3444
giffun,https://github.com/guolindev/giffun,3.0,0,3442
XChange,https://github.com/knowm/XChange,10.0,0,3439
android-butterknife-zelezny,https://github.com/avast/android-butterknife-zelezny,8.0,8,3421
Skeleton,https://github.com/ethanhua/Skeleton,4.0,0,3418
android-priority-jobqueue,https://github.com/yigit/android-priority-jobqueue,7.0,0,3411
PowerJob,https://github.com/PowerJob/PowerJob,2.0,32,3412
SwipeDelMenuLayout,https://github.com/mcxtzhang/SwipeDelMenuLayout,5.0,2,3408
java-faker,https://github.com/DiUS/java-faker,10.0,0,3401
AppUpdate,https://github.com/WVector/AppUpdate,4.0,3,3398
TinyPinyin,https://github.com/promeG/TinyPinyin,6.0,2,3398
spring-authorization-server,https://github.com/spring-projects/spring-authorization-server,2.0,10,3407
light-4j,https://github.com/networknt/light-4j,5.0,145,3393
Guns,https://github.com/stylefeng/Guns,4.0,0,3392
SSM,https://github.com/crossoverJie/SSM,5.0,10,3391
databus,https://github.com/linkedin/databus,9.0,0,3385
groupie,https://github.com/lisawray/groupie,5.0,27,3379
interviewGuide,https://github.com/NotFound9/interviewGuide,6.0,0,3380
archi,https://github.com/ivacf/archi,6.0,0,3368
sodium-fabric,https://github.com/CaffeineMC/sodium-fabric,2.0,11,3366
Play-with-Algorithms,https://github.com/liuyubobobo/Play-with-Algorithms,5.0,0,3363
Android-Week-View,https://github.com/alamkanak/Android-Week-View,7.0,4,3363
android-maps-utils,https://github.com/googlemaps/android-maps-utils,9.0,24,3358
netty-learning,https://github.com/code4craft/netty-learning,8.0,0,3356
data-transfer-project,https://github.com/google/data-transfer-project,4.0,43,3333
bistoury,https://github.com/qunarcorp/bistoury,2.0,8,3332
jetty.project,https://github.com/eclipse/jetty.project,10.0,38,3326
micrometer,https://github.com/micrometer-metrics/micrometer,5.0,141,3327
crate,https://github.com/crate/crate,9.0,39,3322
LiveEventBus,https://github.com/JeremyLiao/LiveEventBus,3.0,0,3324
AlgoDS,https://github.com/sherxon/AlgoDS,5.0,0,3321
DSBridge-Android,https://github.com/wendux/DSBridge-Android,5.0,2,3319
MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,6.0,0,3317
actor-platform,https://github.com/actorapp/actor-platform,6.0,97,3316
99-problems,https://github.com/shekhargulati/99-problems,6.0,0,3312
Terasology,https://github.com/MovingBlocks/Terasology,11.0,66,3309
jetcache,https://github.com/alibaba/jetcache,5.0,49,3305
dynamic-datasource-spring-boot-starter,https://github.com/baomidou/dynamic-datasource-spring-boot-starter,3.0,8,3298
LQRWeChat,https://github.com/GitLqr/LQRWeChat,5.0,0,3294
flink-recommandSystem-demo,https://github.com/CheckChe0803/flink-recommandSystem-demo,2.0,0,3296
DDComponentForAndroid,https://github.com/luojilab/DDComponentForAndroid,4.0,4,3291
ScalingLayout,https://github.com/iammert/ScalingLayout,4.0,4,3291
PreviewSeekBar,https://github.com/rubensousa/PreviewSeekBar,5.0,7,3286
BackgroundLibrary,https://github.com/JavaNoober/BackgroundLibrary,3.0,11,3290
BottomNavigationViewEx,https://github.com/ittianyu/BottomNavigationViewEx,5.0,19,3280
kylin,https://github.com/apache/kylin,7.0,0,3272
Android,https://github.com/hmkcode/Android,8.0,0,3271
http-request,https://github.com/kevinsawicki/http-request,10.0,0,3259
vertx-examples,https://github.com/vert-x3/vertx-examples,7.0,0,3250
QLExpress,https://github.com/alibaba/QLExpress,5.0,0,3247
incubator-seatunnel,https://github.com/apache/incubator-seatunnel,4.0,34,3245
Android-Tips,https://github.com/tangqi92/Android-Tips,6.0,0,3237
AutoDispose,https://github.com/uber/AutoDispose,5.0,2,3235
LoganSquare,https://github.com/bluelinelabs/LoganSquare,7.0,0,3235
android-saripaar,https://github.com/ragunathjawahar/android-saripaar,9.0,3,3228
hope-boot,https://github.com/java-aodeng/hope-boot,3.0,2,3227
h2database,https://github.com/h2database/h2database,7.0,16,3231
Leetcode,https://github.com/fishercoder1534/Leetcode,5.0,0,3224
XXPermissions,https://github.com/getActivity/XXPermissions,3.0,46,3232
LeafPic,https://github.com/UnevenSoftware/LeafPic,6.0,7,3219
